x,p_exact,rho_exact,v_exact,T_exact
-4.825,100000.0,0.9997018679147718,0.0,348.432
-4.824,100000.0,0.9997018679147718,0.0,348.432
-4.823,100000.0,0.9997018679147718,0.0,348.432
-4.822,100000.0,0.9997018679147718,0.0,348.432
-4.821,100000.0,0.9997018679147718,0.0,348.432
-4.82,100000.0,0.9997018679147718,0.0,348.432
-4.819,100000.0,0.9997018679147718,0.0,348.432
-4.818,100000.0,0.9997018679147718,0.0,348.432
-4.817,100000.0,0.9997018679147718,0.0,348.432
-4.816,100000.0,0.9997018679147718,0.0,348.432
-4.815,100000.0,0.9997018679147718,0.0,348.432
-4.814,100000.0,0.9997018679147718,0.0,348.432
-4.813,100000.0,0.9997018679147718,0.0,348.432
-4.812,100000.0,0.9997018679147718,0.0,348.432
-4.811,100000.0,0.9997018679147718,0.0,348.432
-4.81,100000.0,0.9997018679147718,0.0,348.432
-4.809,100000.0,0.9997018679147718,0.0,348.432
-4.808,100000.0,0.9997018679147718,0.0,348.432
-4.807,100000.0,0.9997018679147718,0.0,348.432
-4.806,100000.0,0.9997018679147718,0.0,348.432
-4.805,100000.0,0.9997018679147718,0.0,348.432
-4.804,100000.0,0.9997018679147718,0.0,348.432
-4.803,100000.0,0.9997018679147718,0.0,348.432
-4.802,100000.0,0.9997018679147718,0.0,348.432
-4.801,100000.0,0.9997018679147718,0.0,348.432
-4.8,100000.0,0.9997018679147718,0.0,348.432
-4.799,100000.0,0.9997018679147718,0.0,348.432
-4.798,100000.0,0.9997018679147718,0.0,348.432
-4.797,100000.0,0.9997018679147718,0.0,348.432
-4.796,100000.0,0.9997018679147718,0.0,348.432
-4.795,100000.0,0.9997018679147718,0.0,348.432
-4.794,100000.0,0.9997018679147718,0.0,348.432
-4.793,100000.0,0.9997018679147718,0.0,348.432
-4.792,100000.0,0.9997018679147718,0.0,348.432
-4.791,100000.0,0.9997018679147718,0.0,348.432
-4.79,100000.0,0.9997018679147718,0.0,348.432
-4.789,100000.0,0.9997018679147718,0.0,348.432
-4.788,100000.0,0.9997018679147718,0.0,348.432
-4.787,100000.0,0.9997018679147718,0.0,348.432
-4.786,100000.0,0.9997018679147718,0.0,348.432
-4.785,100000.0,0.9997018679147718,0.0,348.432
-4.784,100000.0,0.9997018679147718,0.0,348.432
-4.783,100000.0,0.9997018679147718,0.0,348.432
-4.782,100000.0,0.9997018679147718,0.0,348.432
-4.781,100000.0,0.9997018679147718,0.0,348.432
-4.78,100000.0,0.9997018679147718,0.0,348.432
-4.779,100000.0,0.9997018679147718,0.0,348.432
-4.778,100000.0,0.9997018679147718,0.0,348.432
-4.777,100000.0,0.9997018679147718,0.0,348.432
-4.776,100000.0,0.9997018679147718,0.0,348.432
-4.775,100000.0,0.9997018679147718,0.0,348.432
-4.774,100000.0,0.9997018679147718,0.0,348.432
-4.773,100000.0,0.9997018679147718,0.0,348.432
-4.772,100000.0,0.9997018679147718,0.0,348.432
-4.771,100000.0,0.9997018679147718,0.0,348.432
-4.77,100000.0,0.9997018679147718,0.0,348.432
-4.769,100000.0,0.9997018679147718,0.0,348.432
-4.768,100000.0,0.9997018679147718,0.0,348.432
-4.767,100000.0,0.9997018679147718,0.0,348.432
-4.766,100000.0,0.9997018679147718,0.0,348.432
-4.765,100000.0,0.9997018679147718,0.0,348.432
-4.764,100000.0,0.9997018679147718,0.0,348.432
-4.763,100000.0,0.9997018679147718,0.0,348.432
-4.762,100000.0,0.9997018679147718,0.0,348.432
-4.761,100000.0,0.9997018679147718,0.0,348.432
-4.76,100000.0,0.9997018679147718,0.0,348.432
-4.759,100000.0,0.9997018679147718,0.0,348.432
-4.758,100000.0,0.9997018679147718,0.0,348.432
-4.757,100000.0,0.9997018679147718,0.0,348.432
-4.756,100000.0,0.9997018679147718,0.0,348.432
-4.755,100000.0,0.9997018679147718,0.0,348.432
-4.754,100000.0,0.9997018679147718,0.0,348.432
-4.753,100000.0,0.9997018679147718,0.0,348.432
-4.752,100000.0,0.9997018679147718,0.0,348.432
-4.751,100000.0,0.9997018679147718,0.0,348.432
-4.75,100000.0,0.9997018679147718,0.0,348.432
-4.749,100000.0,0.9997018679147718,0.0,348.432
-4.748,100000.0,0.9997018679147718,0.0,348.432
-4.747,100000.0,0.9997018679147718,0.0,348.432
-4.746,100000.0,0.9997018679147718,0.0,348.432
-4.745,100000.0,0.9997018679147718,0.0,348.432
-4.744,100000.0,0.9997018679147718,0.0,348.432
-4.743,100000.0,0.9997018679147718,0.0,348.432
-4.742,100000.0,0.9997018679147718,0.0,348.432
-4.741,100000.0,0.9997018679147718,0.0,348.432
-4.74,100000.0,0.9997018679147718,0.0,348.432
-4.739,100000.0,0.9997018679147718,0.0,348.432
-4.7379999999999995,100000.0,0.9997018679147718,0.0,348.432
-4.737,100000.0,0.9997018679147718,0.0,348.432
-4.736,100000.0,0.9997018679147718,0.0,348.432
-4.735,100000.0,0.9997018679147718,0.0,348.432
-4.734,100000.0,0.9997018679147718,0.0,348.432
-4.733,100000.0,0.9997018679147718,0.0,348.432
-4.732,100000.0,0.9997018679147718,0.0,348.432
-4.731,100000.0,0.9997018679147718,0.0,348.432
-4.73,100000.0,0.9997018679147718,0.0,348.432
-4.729,100000.0,0.9997018679147718,0.0,348.432
-4.728,100000.0,0.9997018679147718,0.0,348.432
-4.727,100000.0,0.9997018679147718,0.0,348.432
-4.726,100000.0,0.9997018679147718,0.0,348.432
-4.725,100000.0,0.9997018679147718,0.0,348.432
-4.724,100000.0,0.9997018679147718,0.0,348.432
-4.723,100000.0,0.9997018679147718,0.0,348.432
-4.7219999999999995,100000.0,0.9997018679147718,0.0,348.432
-4.721,100000.0,0.9997018679147718,0.0,348.432
-4.72,100000.0,0.9997018679147718,0.0,348.432
-4.719,100000.0,0.9997018679147718,0.0,348.432
-4.718,100000.0,0.9997018679147718,0.0,348.432
-4.717,100000.0,0.9997018679147718,0.0,348.432
-4.716,100000.0,0.9997018679147718,0.0,348.432
-4.715,100000.0,0.9997018679147718,0.0,348.432
-4.714,100000.0,0.9997018679147718,0.0,348.432
-4.713,100000.0,0.9997018679147718,0.0,348.432
-4.712,100000.0,0.9997018679147718,0.0,348.432
-4.711,100000.0,0.9997018679147718,0.0,348.432
-4.71,100000.0,0.9997018679147718,0.0,348.432
-4.709,100000.0,0.9997018679147718,0.0,348.432
-4.708,100000.0,0.9997018679147718,0.0,348.432
-4.707,100000.0,0.9997018679147718,0.0,348.432
-4.706,100000.0,0.9997018679147718,0.0,348.432
-4.705,100000.0,0.9997018679147718,0.0,348.432
-4.704,100000.0,0.9997018679147718,0.0,348.432
-4.703,100000.0,0.9997018679147718,0.0,348.432
-4.702,100000.0,0.9997018679147718,0.0,348.432
-4.701,100000.0,0.9997018679147718,0.0,348.432
-4.7,100000.0,0.9997018679147718,0.0,348.432
-4.699,100000.0,0.9997018679147718,0.0,348.432
-4.698,100000.0,0.9997018679147718,0.0,348.432
-4.697,100000.0,0.9997018679147718,0.0,348.432
-4.696,100000.0,0.9997018679147718,0.0,348.432
-4.695,100000.0,0.9997018679147718,0.0,348.432
-4.694,100000.0,0.9997018679147718,0.0,348.432
-4.693,100000.0,0.9997018679147718,0.0,348.432
-4.692,100000.0,0.9997018679147718,0.0,348.432
-4.691,100000.0,0.9997018679147718,0.0,348.432
-4.69,100000.0,0.9997018679147718,0.0,348.432
-4.689,100000.0,0.9997018679147718,0.0,348.432
-4.688,100000.0,0.9997018679147718,0.0,348.432
-4.687,100000.0,0.9997018679147718,0.0,348.432
-4.686,100000.0,0.9997018679147718,0.0,348.432
-4.685,100000.0,0.9997018679147718,0.0,348.432
-4.684,100000.0,0.9997018679147718,0.0,348.432
-4.683,100000.0,0.9997018679147718,0.0,348.432
-4.682,100000.0,0.9997018679147718,0.0,348.432
-4.681,100000.0,0.9997018679147718,0.0,348.432
-4.68,100000.0,0.9997018679147718,0.0,348.432
-4.679,100000.0,0.9997018679147718,0.0,348.432
-4.678,100000.0,0.9997018679147718,0.0,348.432
-4.677,100000.0,0.9997018679147718,0.0,348.432
-4.676,100000.0,0.9997018679147718,0.0,348.432
-4.675,100000.0,0.9997018679147718,0.0,348.432
-4.674,100000.0,0.9997018679147718,0.0,348.432
-4.673,100000.0,0.9997018679147718,0.0,348.432
-4.672,100000.0,0.9997018679147718,0.0,348.432
-4.671,100000.0,0.9997018679147718,0.0,348.432
-4.67,100000.0,0.9997018679147718,0.0,348.432
-4.669,100000.0,0.9997018679147718,0.0,348.432
-4.668,100000.0,0.9997018679147718,0.0,348.432
-4.667,100000.0,0.9997018679147718,0.0,348.432
-4.666,100000.0,0.9997018679147718,0.0,348.432
-4.665,100000.0,0.9997018679147718,0.0,348.432
-4.664,100000.0,0.9997018679147718,0.0,348.432
-4.663,100000.0,0.9997018679147718,0.0,348.432
-4.662,100000.0,0.9997018679147718,0.0,348.432
-4.661,100000.0,0.9997018679147718,0.0,348.432
-4.66,100000.0,0.9997018679147718,0.0,348.432
-4.659,100000.0,0.9997018679147718,0.0,348.432
-4.658,100000.0,0.9997018679147718,0.0,348.432
-4.657,100000.0,0.9997018679147718,0.0,348.432
-4.656,100000.0,0.9997018679147718,0.0,348.432
-4.655,100000.0,0.9997018679147718,0.0,348.432
-4.654,100000.0,0.9997018679147718,0.0,348.432
-4.653,100000.0,0.9997018679147718,0.0,348.432
-4.652,100000.0,0.9997018679147718,0.0,348.432
-4.651,100000.0,0.9997018679147718,0.0,348.432
-4.65,100000.0,0.9997018679147718,0.0,348.432
-4.649,100000.0,0.9997018679147718,0.0,348.432
-4.648,100000.0,0.9997018679147718,0.0,348.432
-4.647,100000.0,0.9997018679147718,0.0,348.432
-4.646,100000.0,0.9997018679147718,0.0,348.432
-4.645,100000.0,0.9997018679147718,0.0,348.432
-4.644,100000.0,0.9997018679147718,0.0,348.432
-4.643,100000.0,0.9997018679147718,0.0,348.432
-4.642,100000.0,0.9997018679147718,0.0,348.432
-4.641,100000.0,0.9997018679147718,0.0,348.432
-4.64,100000.0,0.9997018679147718,0.0,348.432
-4.639,100000.0,0.9997018679147718,0.0,348.432
-4.638,100000.0,0.9997018679147718,0.0,348.432
-4.6370000000000005,100000.0,0.9997018679147718,0.0,348.432
-4.636,100000.0,0.9997018679147718,0.0,348.432
-4.635,100000.0,0.9997018679147718,0.0,348.432
-4.634,100000.0,0.9997018679147718,0.0,348.432
-4.633,100000.0,0.9997018679147718,0.0,348.432
-4.632,100000.0,0.9997018679147718,0.0,348.432
-4.631,100000.0,0.9997018679147718,0.0,348.432
-4.63,100000.0,0.9997018679147718,0.0,348.432
-4.629,100000.0,0.9997018679147718,0.0,348.432
-4.628,100000.0,0.9997018679147718,0.0,348.432
-4.627,100000.0,0.9997018679147718,0.0,348.432
-4.626,100000.0,0.9997018679147718,0.0,348.432
-4.625,100000.0,0.9997018679147718,0.0,348.432
-4.624,100000.0,0.9997018679147718,0.0,348.432
-4.623,100000.0,0.9997018679147718,0.0,348.432
-4.622,100000.0,0.9997018679147718,0.0,348.432
-4.621,100000.0,0.9997018679147718,0.0,348.432
-4.62,100000.0,0.9997018679147718,0.0,348.432
-4.619,100000.0,0.9997018679147718,0.0,348.432
-4.618,100000.0,0.9997018679147718,0.0,348.432
-4.617,100000.0,0.9997018679147718,0.0,348.432
-4.616,100000.0,0.9997018679147718,0.0,348.432
-4.615,100000.0,0.9997018679147718,0.0,348.432
-4.614,100000.0,0.9997018679147718,0.0,348.432
-4.6129999999999995,100000.0,0.9997018679147718,0.0,348.432
-4.612,100000.0,0.9997018679147718,0.0,348.432
-4.611,100000.0,0.9997018679147718,0.0,348.432
-4.61,100000.0,0.9997018679147718,0.0,348.432
-4.609,100000.0,0.9997018679147718,0.0,348.432
-4.608,100000.0,0.9997018679147718,0.0,348.432
-4.607,100000.0,0.9997018679147718,0.0,348.432
-4.606,100000.0,0.9997018679147718,0.0,348.432
-4.605,100000.0,0.9997018679147718,0.0,348.432
-4.604,100000.0,0.9997018679147718,0.0,348.432
-4.603,100000.0,0.9997018679147718,0.0,348.432
-4.602,100000.0,0.9997018679147718,0.0,348.432
-4.601,100000.0,0.9997018679147718,0.0,348.432
-4.6,100000.0,0.9997018679147718,0.0,348.432
-4.599,100000.0,0.9997018679147718,0.0,348.432
-4.598,100000.0,0.9997018679147718,0.0,348.432
-4.5969999999999995,100000.0,0.9997018679147718,0.0,348.432
-4.596,100000.0,0.9997018679147718,0.0,348.432
-4.595,100000.0,0.9997018679147718,0.0,348.432
-4.594,100000.0,0.9997018679147718,0.0,348.432
-4.593,100000.0,0.9997018679147718,0.0,348.432
-4.592,100000.0,0.9997018679147718,0.0,348.432
-4.591,100000.0,0.9997018679147718,0.0,348.432
-4.59,100000.0,0.9997018679147718,0.0,348.432
-4.589,100000.0,0.9997018679147718,0.0,348.432
-4.588,100000.0,0.9997018679147718,0.0,348.432
-4.587,100000.0,0.9997018679147718,0.0,348.432
-4.586,100000.0,0.9997018679147718,0.0,348.432
-4.585,100000.0,0.9997018679147718,0.0,348.432
-4.584,100000.0,0.9997018679147718,0.0,348.432
-4.583,100000.0,0.9997018679147718,0.0,348.432
-4.582,100000.0,0.9997018679147718,0.0,348.432
-4.581,100000.0,0.9997018679147718,0.0,348.432
-4.58,100000.0,0.9997018679147718,0.0,348.432
-4.579,100000.0,0.9997018679147718,0.0,348.432
-4.578,100000.0,0.9997018679147718,0.0,348.432
-4.577,100000.0,0.9997018679147718,0.0,348.432
-4.576,100000.0,0.9997018679147718,0.0,348.432
-4.575,100000.0,0.9997018679147718,0.0,348.432
-4.574,100000.0,0.9997018679147718,0.0,348.432
-4.573,100000.0,0.9997018679147718,0.0,348.432
-4.572,100000.0,0.9997018679147718,0.0,348.432
-4.571,100000.0,0.9997018679147718,0.0,348.432
-4.57,100000.0,0.9997018679147718,0.0,348.432
-4.569,100000.0,0.9997018679147718,0.0,348.432
-4.568,100000.0,0.9997018679147718,0.0,348.432
-4.567,100000.0,0.9997018679147718,0.0,348.432
-4.566,100000.0,0.9997018679147718,0.0,348.432
-4.565,100000.0,0.9997018679147718,0.0,348.432
-4.564,100000.0,0.9997018679147718,0.0,348.432
-4.563,100000.0,0.9997018679147718,0.0,348.432
-4.562,100000.0,0.9997018679147718,0.0,348.432
-4.561,100000.0,0.9997018679147718,0.0,348.432
-4.56,100000.0,0.9997018679147718,0.0,348.432
-4.559,100000.0,0.9997018679147718,0.0,348.432
-4.558,100000.0,0.9997018679147718,0.0,348.432
-4.557,100000.0,0.9997018679147718,0.0,348.432
-4.556,100000.0,0.9997018679147718,0.0,348.432
-4.555,100000.0,0.9997018679147718,0.0,348.432
-4.554,100000.0,0.9997018679147718,0.0,348.432
-4.553,100000.0,0.9997018679147718,0.0,348.432
-4.552,100000.0,0.9997018679147718,0.0,348.432
-4.551,100000.0,0.9997018679147718,0.0,348.432
-4.55,100000.0,0.9997018679147718,0.0,348.432
-4.549,100000.0,0.9997018679147718,0.0,348.432
-4.548,100000.0,0.9997018679147718,0.0,348.432
-4.547,100000.0,0.9997018679147718,0.0,348.432
-4.546,100000.0,0.9997018679147718,0.0,348.432
-4.545,100000.0,0.9997018679147718,0.0,348.432
-4.544,100000.0,0.9997018679147718,0.0,348.432
-4.543,100000.0,0.9997018679147718,0.0,348.432
-4.542,100000.0,0.9997018679147718,0.0,348.432
-4.541,100000.0,0.9997018679147718,0.0,348.432
-4.54,100000.0,0.9997018679147718,0.0,348.432
-4.539,100000.0,0.9997018679147718,0.0,348.432
-4.538,100000.0,0.9997018679147718,0.0,348.432
-4.537,100000.0,0.9997018679147718,0.0,348.432
-4.536,100000.0,0.9997018679147718,0.0,348.432
-4.535,100000.0,0.9997018679147718,0.0,348.432
-4.534,100000.0,0.9997018679147718,0.0,348.432
-4.533,100000.0,0.9997018679147718,0.0,348.432
-4.532,100000.0,0.9997018679147718,0.0,348.432
-4.531,100000.0,0.9997018679147718,0.0,348.432
-4.53,100000.0,0.9997018679147718,0.0,348.432
-4.529,100000.0,0.9997018679147718,0.0,348.432
-4.528,100000.0,0.9997018679147718,0.0,348.432
-4.527,100000.0,0.9997018679147718,0.0,348.432
-4.526,100000.0,0.9997018679147718,0.0,348.432
-4.525,100000.0,0.9997018679147718,0.0,348.432
-4.524,100000.0,0.9997018679147718,0.0,348.432
-4.523,100000.0,0.9997018679147718,0.0,348.432
-4.522,100000.0,0.9997018679147718,0.0,348.432
-4.521,100000.0,0.9997018679147718,0.0,348.432
-4.52,100000.0,0.9997018679147718,0.0,348.432
-4.519,100000.0,0.9997018679147718,0.0,348.432
-4.518,100000.0,0.9997018679147718,0.0,348.432
-4.517,100000.0,0.9997018679147718,0.0,348.432
-4.516,100000.0,0.9997018679147718,0.0,348.432
-4.515,100000.0,0.9997018679147718,0.0,348.432
-4.514,100000.0,0.9997018679147718,0.0,348.432
-4.513,100000.0,0.9997018679147718,0.0,348.432
-4.5120000000000005,100000.0,0.9997018679147718,0.0,348.432
-4.511,100000.0,0.9997018679147718,0.0,348.432
-4.51,100000.0,0.9997018679147718,0.0,348.432
-4.509,100000.0,0.9997018679147718,0.0,348.432
-4.508,100000.0,0.9997018679147718,0.0,348.432
-4.507,100000.0,0.9997018679147718,0.0,348.432
-4.506,100000.0,0.9997018679147718,0.0,348.432
-4.505,100000.0,0.9997018679147718,0.0,348.432
-4.504,100000.0,0.9997018679147718,0.0,348.432
-4.503,100000.0,0.9997018679147718,0.0,348.432
-4.502,100000.0,0.9997018679147718,0.0,348.432
-4.501,100000.0,0.9997018679147718,0.0,348.432
-4.5,100000.0,0.9997018679147718,0.0,348.432
-4.499,100000.0,0.9997018679147718,0.0,348.432
-4.498,100000.0,0.9997018679147718,0.0,348.432
-4.497,100000.0,0.9997018679147718,0.0,348.432
-4.496,100000.0,0.9997018679147718,0.0,348.432
-4.495,100000.0,0.9997018679147718,0.0,348.432
-4.494,100000.0,0.9997018679147718,0.0,348.432
-4.493,100000.0,0.9997018679147718,0.0,348.432
-4.492,100000.0,0.9997018679147718,0.0,348.432
-4.491,100000.0,0.9997018679147718,0.0,348.432
-4.49,100000.0,0.9997018679147718,0.0,348.432
-4.489,100000.0,0.9997018679147718,0.0,348.432
-4.4879999999999995,100000.0,0.9997018679147718,0.0,348.432
-4.487,100000.0,0.9997018679147718,0.0,348.432
